"","Datum","mTemp","mWind","mRegen","mSonne","Oil","month_sin","month_cos","day_of_week_sin","day_of_week_cos","mEURmwh"
"1741",2023-04-04,1.23251533742331,2.8398773006135,0,9.29079754601227,85.7,0.866025403784439,-0.5,0.974927912181824,-0.222520933956314,132.069583333333
"1742",2023-04-05,2.36121212121212,1.95212121212121,0.00909090909090909,8.56909090909091,85.89,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,140.875833333333
"1743",2023-04-05,2.36121212121212,1.95212121212121,0.00909090909090909,8.56909090909091,85.89,0.866025403784439,-0.5,0.433883739117558,-0.900968867902419,140.971666666667
"1744",2023-04-06,4.5855421686747,2.7644578313253,1.13192771084337,9.77409638554217,86.56,0.866025403784439,-0.5,-0.433883739117558,-0.900968867902419,124.6128125
"1745",2023-04-06,4.5855421686747,2.7644578313253,1.13192771084337,9.77409638554217,86.56,0.866025403784439,-0.5,-0.433883739117558,-0.900968867902419,124.284583333333
"1746",2023-04-07,5.45843373493976,3.00421686746988,1.62831325301205,4.5855421686747,86.56,0.866025403784439,-0.5,-0.974927912181824,-0.222520933956315,108.37875
"1747",2023-04-07,5.45843373493976,3.00421686746988,1.62831325301205,4.5855421686747,86.56,0.866025403784439,-0.5,-0.974927912181824,-0.222520933956315,108.630416666667
"1748",2023-04-08,5.48203592814371,2.86107784431138,0.502395209580838,1.05988023952096,86.56,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,116.944166666667
"1749",2023-04-08,5.48203592814371,2.86107784431138,0.502395209580838,1.05988023952096,86.56,0.866025403784439,-0.5,-0.78183148246803,0.623489801858733,116.894166666667
"1750",2023-04-09,6.5874251497006,2.43892215568862,0.018562874251497,6.54910179640719,86.56,0.866025403784439,-0.5,-2.44921270764475e-16,1,105.25625
"1751",2023-04-09,6.5874251497006,2.43892215568862,0.018562874251497,6.54910179640719,86.56,0.866025403784439,-0.5,-2.44921270764475e-16,1,105.0475
